,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
86,86,6.3648809000001165,36.70789075292141,17500.0,True,200,0.25,1000
87,87,6.451466500000151,36.70789075292141,17701.0,True,200,0.25,1000
88,88,6.541261900000109,36.70789075292141,17902.0,True,200,0.25,1000
89,89,6.625159500000109,36.70789075292141,18103.0,True,200,0.25,1000
90,90,6.713512900000069,36.70789075292141,18304.0,True,200,0.25,1000
91,91,6.793125700000019,36.70789075292141,18505.0,True,200,0.25,1000
92,92,6.87542980000012,36.70789075292141,18706.0,True,200,0.25,1000
93,93,6.961563000000069,36.70789075292141,18907.0,True,200,0.25,1000
94,94,7.045483600000125,36.70789075292141,19108.0,True,200,0.25,1000
95,95,7.12809540000012,36.70789075292141,19309.0,True,200,0.25,1000
96,96,7.209187300000167,36.70789075292141,19510.0,True,200,0.25,1000
97,97,7.2945720000000165,36.70789075292141,19711.0,True,200,0.25,1000
98,98,7.377605200000062,36.70789075292141,19912.0,True,200,0.25,1000
99,99,7.464317600000186,36.70789075292141,20113.0,True,200,0.25,1000
100,100,7.54928330000007,36.70789075292141,20314.0,True,200,0.25,1000
101,101,7.63089170000012,36.70789075292141,20515.0,True,200,0.25,1000
102,102,7.718990900000108,36.70789075292141,20716.0,True,200,0.25,1000
103,103,7.799711400000206,36.70789075292141,20917.0,True,200,0.25,1000
104,104,7.88083870000014,36.70789075292141,21118.0,True,200,0.25,1000
105,105,7.964750700000195,36.70789075292141,21319.0,True,200,0.25,1000
106,106,8.049033500000178,36.70789075292141,21520.0,True,200,0.25,1000
107,107,8.134232699999984,36.70789075292141,21721.0,True,200,0.25,1000
108,108,8.213997600000084,36.70789075292141,21922.0,True,200,0.25,1000
109,109,8.301148700000113,36.70789075292141,22123.0,True,200,0.25,1000
110,110,8.380435400000124,36.70789075292141,22324.0,True,200,0.25,1000
111,111,8.464211700000078,36.70789075292141,22525.0,True,200,0.25,1000
112,112,8.547942000000148,36.70789075292141,22726.0,True,200,0.25,1000
113,113,8.648894800000107,36.70789075292141,22927.0,True,200,0.25,1000
114,114,8.737211300000126,36.70789075292141,23128.0,True,200,0.25,1000
115,115,8.81902439999999,36.70789075292141,23329.0,True,200,0.25,1000
116,116,8.900779000000057,36.70789075292141,23530.0,True,200,0.25,1000
117,117,9.014763099999982,36.70789075292141,23731.0,True,200,0.25,1000
118,118,9.09691080000016,36.70789075292141,23932.0,True,200,0.25,1000
119,119,9.215439600000082,36.70789075292141,24133.0,True,200,0.25,1000
