,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
84,84,6.764818999999989,122.0,17096.0,True,200,0.25,1000
85,85,6.849529200000006,122.0,17297.0,True,200,0.25,1000
86,86,6.931598399999984,122.0,17498.0,True,200,0.25,1000
87,87,7.014717900000051,122.0,17699.0,True,200,0.25,1000
88,88,7.098960799999986,122.0,17900.0,True,200,0.25,1000
89,89,7.1845669000001635,122.0,18101.0,True,200,0.25,1000
90,90,7.268804000000046,122.0,18302.0,True,200,0.25,1000
91,91,7.3565865000000485,122.0,18503.0,True,200,0.25,1000
92,92,7.44181360000016,122.0,18704.0,True,200,0.25,1000
93,93,7.529809800000066,122.0,18905.0,True,200,0.25,1000
94,94,7.61765030000015,122.0,19106.0,True,200,0.25,1000
95,95,7.699034800000163,122.0,19307.0,True,200,0.25,1000
96,96,7.7813977000000705,122.0,19508.0,True,200,0.25,1000
97,97,7.868498600000066,122.0,19709.0,True,200,0.25,1000
98,98,7.953883200000064,122.0,19910.0,True,200,0.25,1000
99,99,8.038986600000044,122.0,20111.0,True,200,0.25,1000
100,100,8.124789800000144,122.0,20312.0,True,200,0.25,1000
101,101,8.208390400000098,122.0,20513.0,True,200,0.25,1000
102,102,8.292848900000081,122.0,20714.0,True,200,0.25,1000
103,103,8.396584100000155,122.0,20915.0,True,200,0.25,1000
104,104,8.484069999999974,122.0,21116.0,True,200,0.25,1000
105,105,8.573078300000134,122.0,21317.0,True,200,0.25,1000
106,106,8.677160400000048,122.0,21518.0,True,200,0.25,1000
107,107,8.78329450000001,122.0,21719.0,True,200,0.25,1000
108,108,8.874006100000088,122.0,21920.0,True,200,0.25,1000
109,109,8.962703200000078,122.0,22121.0,True,200,0.25,1000
110,110,9.070847800000138,122.0,22322.0,True,200,0.25,1000
111,111,9.164893099999972,122.0,22523.0,True,200,0.25,1000
112,112,9.254651800000147,122.0,22724.0,True,200,0.25,1000
113,113,9.346990000000005,122.0,22925.0,True,200,0.25,1000
114,114,9.433294500000102,122.0,23126.0,True,200,0.25,1000
115,115,9.529464400000052,122.0,23327.0,True,200,0.25,1000
