,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
85,85,9.487631799999917,137.0,17300.0,True,200,0.25,1000
86,86,9.590872099999842,137.0,17501.0,True,200,0.25,1000
87,87,9.708859200000006,137.0,17702.0,True,200,0.25,1000
88,88,9.824655499999835,137.0,17903.0,True,200,0.25,1000
89,89,9.949179299999969,137.0,18104.0,True,200,0.25,1000
90,90,10.131971399999884,137.0,18305.0,True,200,0.25,1000
91,91,10.271737599999824,137.0,18506.0,True,200,0.25,1000
92,92,10.380271499999935,137.0,18707.0,True,200,0.25,1000
93,93,10.510504799999808,137.0,18908.0,True,200,0.25,1000
94,94,10.646573399999852,137.0,19109.0,True,200,0.25,1000
95,95,10.752515399999993,137.0,19310.0,True,200,0.25,1000
96,96,10.85685199999989,137.0,19511.0,True,200,0.25,1000
97,97,10.957620099999986,137.0,19712.0,True,200,0.25,1000
98,98,11.056065699999863,137.0,19913.0,True,200,0.25,1000
99,99,11.156546799999887,137.0,20114.0,True,200,0.25,1000
100,100,11.26580889999991,137.0,20315.0,True,200,0.25,1000
101,101,11.369593699999996,137.0,20516.0,True,200,0.25,1000
102,102,11.479032999999845,137.0,20717.0,True,200,0.25,1000
103,103,11.597672999999986,137.0,20918.0,True,200,0.25,1000
104,104,11.708512100000007,137.0,21119.0,True,200,0.25,1000
105,105,11.820805899999868,137.0,21320.0,True,200,0.25,1000
106,106,11.929365699999835,137.0,21521.0,True,200,0.25,1000
107,107,12.040081599999894,137.0,21722.0,True,200,0.25,1000
108,108,12.140650699999924,137.0,21923.0,True,200,0.25,1000
109,109,12.247050899999977,137.0,22124.0,True,200,0.25,1000
110,110,12.353648599999815,137.0,22325.0,True,200,0.25,1000
111,111,12.493491399999812,137.0,22526.0,True,200,0.25,1000
112,112,12.608922299999904,137.0,22727.0,True,200,0.25,1000
113,113,12.711385199999995,137.0,22928.0,True,200,0.25,1000
114,114,12.842922199999975,137.0,23129.0,True,200,0.25,1000
115,115,13.023522199999888,137.0,23330.0,True,200,0.25,1000
116,116,13.134451099999978,137.0,23531.0,True,200,0.25,1000
117,117,13.236380699999927,137.0,23732.0,True,200,0.25,1000
118,118,13.337074499999972,137.0,23933.0,True,200,0.25,1000
119,119,13.48041689999991,137.0,24134.0,True,200,0.25,1000
120,120,13.706908899999917,137.0,24335.0,True,200,0.25,1000
