,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
34,34,0.5613812999999936,37.98002514534816,7056.0,200,0.2,1000
35,35,0.5785316999999992,37.98002514534816,7257.0,200,0.2,1000
36,36,0.5957283999999987,38.26699239340828,7459.0,200,0.2,1000
37,37,0.6148475999999903,38.26699239340828,7660.0,200,0.2,1000
38,38,0.6317291999999952,38.26699239340828,7861.0,200,0.2,1000
39,39,0.6481287000000009,38.26699239340828,8062.0,200,0.2,1000
40,40,0.6639795999999905,38.26699239340828,8263.0,200,0.2,1000
41,41,0.6793873000000019,38.26699239340828,8464.0,200,0.2,1000
42,42,0.6944742000000019,38.26699239340828,8665.0,200,0.2,1000
43,43,0.7086281999999926,38.39838520603994,8867.0,200,0.2,1000
44,44,0.724839199999991,38.39838520603994,9068.0,200,0.2,1000
45,45,0.739215399999992,38.468508496475344,9270.0,200,0.2,1000
46,46,0.7521730999999932,38.468508496475344,9471.0,200,0.2,1000
47,47,0.7671895999999947,38.77476763848403,9673.0,200,0.2,1000
48,48,0.7844288000000006,38.77476763848403,9874.0,200,0.2,1000
49,49,0.8007152999999931,38.77476763848403,10075.0,200,0.2,1000
50,50,0.8137889999999999,38.77476763848403,10276.0,200,0.2,1000
51,51,0.8290631999999931,38.77476763848403,10477.0,200,0.2,1000
52,52,0.8460826999999966,38.77476763848403,10678.0,200,0.2,1000
53,53,0.8623249999999985,38.77476763848403,10879.0,200,0.2,1000
54,54,0.8782353,38.77965002490178,11081.0,200,0.2,1000
55,55,0.8922670000000039,38.858188032551936,11283.0,200,0.2,1000
56,56,0.9061188000000016,38.858188032551936,11484.0,200,0.2,1000
57,57,0.9189819999999997,38.858188032551936,11685.0,200,0.2,1000
58,58,0.9342175999999967,38.858188032551936,11886.0,200,0.2,1000
59,59,0.9497155999999904,38.858188032551936,12087.0,200,0.2,1000
60,60,0.9633541000000037,38.858188032551936,12288.0,200,0.2,1000
61,61,0.977913700000002,38.858188032551936,12489.0,200,0.2,1000
62,62,0.9937850000000026,38.858188032551936,12690.0,200,0.2,1000
63,63,1.0086304000000013,39.00628223579078,12892.0,200,0.2,1000
64,64,1.0228413999999901,39.00628223579078,13093.0,200,0.2,1000
65,65,1.037112499999992,39.00628223579078,13294.0,200,0.2,1000
66,66,1.0526206999999914,39.00628223579078,13495.0,200,0.2,1000
67,67,1.0687922999999984,39.00628223579078,13696.0,200,0.2,1000
68,68,1.0851820999999973,39.00628223579078,13897.0,200,0.2,1000
69,69,1.0994300999999922,39.00628223579078,14098.0,200,0.2,1000
70,70,1.1156084999999933,39.00628223579078,14299.0,200,0.2,1000
71,71,1.1371548999999987,39.00628223579078,14500.0,200,0.2,1000
72,72,1.1550989999999928,39.00628223579078,14701.0,200,0.2,1000
73,73,1.1862528999999995,39.00628223579078,14902.0,200,0.2,1000
74,74,1.2116857000000039,39.00628223579078,15103.0,200,0.2,1000
75,75,1.226546099999993,39.00628223579078,15304.0,200,0.2,1000
76,76,1.2418705999999986,39.00628223579078,15505.0,200,0.2,1000
77,77,1.2577234999999973,39.00628223579078,15706.0,200,0.2,1000
78,78,1.2724089999999961,39.00628223579078,15907.0,200,0.2,1000
79,79,1.2871736999999968,39.00628223579078,16108.0,200,0.2,1000
80,80,1.3029373999999905,39.00628223579078,16309.0,200,0.2,1000
81,81,1.3235023999999953,39.00628223579078,16510.0,200,0.2,1000
82,82,1.3403034999999903,39.00628223579078,16711.0,200,0.2,1000
83,83,1.357020300000002,39.00628223579078,16912.0,200,0.2,1000
84,84,1.3735585999999955,39.00628223579078,17113.0,200,0.2,1000
85,85,1.3879242999999946,39.00628223579078,17314.0,200,0.2,1000
86,86,1.402584399999995,39.00628223579078,17515.0,200,0.2,1000
87,87,1.4174580999999904,39.00628223579078,17716.0,200,0.2,1000
88,88,1.4343894999999947,39.00628223579078,17917.0,200,0.2,1000
89,89,1.4506401999999952,39.00628223579078,18118.0,200,0.2,1000
